score,phrase
0.9388121115000001,savoir faire
0.9388116722,air gapped
0.9388109562000001,misclassification cost
0.9388106122,fault identification
0.9388105886,commonkads methodology
0.9388102787999999,peningkatan kemampuan membaca pemahaman
0.93881021,pulse amplitude
0.9388087059,dengan metode waterfall
0.9388085415,pembangunan sistem informasi
0.9388057029000001,wien bridge
0.9388042749,monolingual english
0.9388037247,pmbok guide
0.9388035019,wi fi fingerprinting
0.9388019212000001,half plane
0.9388019039,по времени
0.9388008042,shunting inhibition
0.9388005392000001,constructivist theory
0.9388004437,forgery detection
0.9387999009,jim lundy
0.9387997014,fully depleted
0.9387993518000001,citizen card
0.9387991037000001,учебной дисциплины
0.9387977882999999,tilt sensor
0.9387969312000001,dieses dokument
0.9387943926000001,aritmatika sosial
0.9387932197,duplicate removal
0.9387924803000001,opportunistic relay selection
0.9387914029000001,gamma irradiation
0.9387903768000001,usecase diagram
0.9387897465999999,oleh guru
0.9387896475,minimum diameter
0.9387896186,line transversals
0.9387895811,ict tools
0.9387895739,trap door
0.9387865920999999,disabled person
0.9387853316,spatial planning
0.9387843509999999,di klinik
0.9387825576000001,cartesian coordinates
0.938782406,nvidia compute unified device architecture
0.9387822042,multigrid solvers
0.9387813011,dependency analysis
0.938780691,speech nonspeech
0.9387802068000001,information provision
0.9387798293999999,input output linearization
0.9387769203,fabry pérot
0.9387767415,pengembangan sistem
0.9387763218999999,maha sarakham
0.9387760484000001,modelos conceptuales
0.9387745378,user guide
0.9387742246999999,behavioral subtyping
0.9387728448999999,stencil computation
0.9387720354000001,capitol hill
0.9387706355,retaining wall
0.9387704537999999,passive tags
0.9387693906,heatmap regression
0.9387691553,informationsund kommunikationstechnik
0.9387654269,western ghats
0.9387644931999999,electro hydrostatic actuator
0.9387636748,anomaly detectors
0.93876349,partially overlapping
0.9387631854,tukey test
0.9387623999,narrowband plc
0.9387620978,dalvik bytecode
0.9387619088,fusarium oxysporum
0.9387606149,critical section
0.9387598295999999,fourth party logistics
0.9387597236,store carry forward
0.9387593847,drug interaction
0.9387584784999999,hilbert huang
0.9387583432,operationally responsive space
0.9387538493,singlechip microcomputer
0.9387533698,busy waiting
0.9387528314,external beam radiotherapy
0.9387521247,nomor kendaraan
0.9387510169,centro hospitalar
0.9387505337000001,cleavage site
0.9387504356,capacitated vehicle routing problems
0.9387501140000001,mit lincoln lab
0.9387498241,pseudo zernike moments
0.9387488941,ethylene propylene
0.9387484687000001,eyeball movement
0.9387478634,processor core
0.9387471795000001,reactive programming
0.9387469316,masters thesis
0.9387466079000001,urban landscape
0.9387461133,riau university
0.9387460734,open mpi
0.9387446015,variational data assimilation
0.9387431488,road ahead
0.938741343,retinal ganglion cell
0.9387411270999999,camera obscura
0.9387407149,multi granularity
0.9387402153,digitally modulated signals
0.9387401489,public safety answering point
0.9387386329999999,illicit drug
0.9387382839,civil affairs
0.9387363651,million euros
0.9387346689,birkhoff von neumann
0.9387344044,kwazulu natal
0.9387341106,forensic odontology
0.9387334942,dua jalur
0.9387328628,butler volmer
0.9387326035,didi chuxing
0.9387317587,rolling element bearing
0.9387309191,boolean reasoning
0.9387303270999999,partitional clustering
0.9387285941,naturalistic inquiry
0.9387269512,na formação
0.9387251765000001,argesim benchmark
0.9387231034,contact lenses
0.9387222948999999,synthetic inertia
0.9387222556,finger touch
0.9387208826000001,sistem maklumat pengurusan
0.9387199209999999,manufacturing firm
0.9387198231,deformable objects
0.9387191367000001,mikrokontroler avr
0.9387179537,sectored antennas
0.9387155111,flight safety
0.9387153622,cc pp
0.9387140854000001,impedance boundary condition
0.9387128613,crowd simulation
0.9387127013,online dispute resolution
0.9387117339,профессионального обучения
0.9387115251,wireless energy harvesting
0.9387110068000001,jarak terdekat
0.9387108462,peningkatan pemahaman
0.9387099893,swiss army knife
0.9387091617000001,accelerated life test
0.9387089012000001,pretest postest
0.9387072657,beth israel hospital
0.9387063606999999,fault occurrence
0.9387051801,lighthill whitham richards
0.9387051556999999,ceur ws.org
0.9387049690000001,analogical problem solving
0.9387049482,moving target indicator
0.9387044012000001,math achievement
0.9387040043000001,baghdad city
0.9387019616,irreducible pentanomials
0.9387018446,protein molecules
0.9387013748,xpath query
0.9387008631999999,silver nanowires
0.9387000507,swir band
0.9387000119,easter eggs
0.9386999592,нейронная сеть
0.9386996186,multiply add
0.9386991425,unimation puma
0.9386989235,agile methods
0.9386978273000001,hydroelectric power station
0.9386974396,power electronic converters
0.9386971919,random linear network coding
0.9386954916,shot boundary detection
0.9386949851999999,energy awareness
0.9386932486,mpeg rvc
0.938690791,buyer supplier
0.9386895726000001,extinction ratio
0.9386891142,file replication
0.9386885334,selective repeat automatic repeat request
0.9386863885,hopfield tank
0.9386856024,jogos digitais
0.9386844994,pada materi pokok
0.9386830117,lucas kanade optical flow
0.9386821392,неязыковых специальностей
0.9386820745000001,television receiver
0.938681952,complete lattices
0.9386817369,lowdensity parity check
0.9386809897,attention deficit
0.9386800056,document centric
0.9386797263,date aug
0.9386785937000001,jasa layanan
0.9386785335,analytic hierarchical process
0.9386785335,edge placement error
0.9386781378,update propagation
0.9386767156999999,driving simulators
0.9386764679999999,protein structure prediction
0.9386760951,landmark recognition
0.938675012,friction compensation
0.938674844,steiner tree problem
0.9386722059,teks eksplanasi
0.9386719270999999,cruise missiles
0.938668877,bengalese finch
0.9386660679000001,electronically steered
0.9386656129000001,twin screw
0.9386654629000001,berbasis sistem operasi android
0.9386630336,cold cathode fluorescent lamps
0.9386602186,dead band
0.9386600493,kuala terengganu
0.9386596684999999,southern india
0.9386583190000001,matlab simulink를
0.9386571747,optical phase conjugator
0.9386567295999999,epileptic seizure detection
0.9386527441,daya listrik
0.9386524356999999,higuchi's fractal dimension
0.9386520687000001,bernstein bézier
0.938648446,electromagnetic transient program
0.9386457529000001,tunnel diodes
0.9386439237,xquery update facility
0.9386436638,elliptic integrals
0.9386432357,методы обучения
0.9386417445,gamit globk
0.9386411809,code generators
0.9386395849,digitale medien
0.9386390739,sql server database
0.9386332232,ldpc encoder
0.9386315434999999,rancang bangun perangkat lunak
0.9386310804000001,quadratic sieve
0.9386293998999999,moral foundations
0.9386290142,sigma pi
0.9386288334,hardware compilation
0.9386267225,ibm haifa
0.9386263829000001,geological hazards
0.9386253858,facial expression recognition
0.9386251856000001,earliness tardiness penalties
0.9386245645,nvidia tegra k1
0.9386238534,music listening
0.9386233741,разработки программного обеспечения
0.9386230374,serviceability limit state
0.9386227238,macbook pro
0.9386207538,software testing
0.9386194928,das wort
0.9386192787000001,food science
0.9386186995,pn sequences
0.9386177377,douglas rachford
0.9386167518999999,gaussian process latent variable model
0.9386167476,intercept point
0.9386158081999999,upper bound
0.9386155341,spectral peaks
0.9386153618,security breach
0.9386148893999999,flux linkage
0.9386147544,compressed natural gas
0.9386146142,social constructivist
0.9386143193,adverbial modifier
0.9386131423999999,frequent subgraph mining
0.9386126099,web usage mining
0.9386119990999999,mstar sar
0.9386115920999999,upper body
0.9386110917,harr wavelet
0.938608157,application layer
0.9386070683,robot team
0.9386058401999999,connotative meaning
0.9386056338,lenslet array
0.9386048698999999,laguerre gauss
0.9386044926999999,gate dielectrics
0.9386043931,siswa sekolah menengah pertama
0.9386033076000001,upper limb prostheses
0.9386028004000001,port controlled hamiltonian
0.9385998487,quadruped robots
0.9385992737000001,umts fdd
0.9385991775,galois ring
0.9385987504000001,hydrologic engineering center
0.9385979973,speech language pathologists
0.9385979459,metadata standards
0.9385962731,harvard forest
0.9385944281,ballpoint pen
0.9385929719,management console
0.9385924953,areal interpolation
0.9385924221999999,shangri la
0.9385919931000001,carbon cycle
0.9385892453,swing phase
0.9385880734000001,cortical maps
0.9385880047,terhadap keterampilan
0.9385845212,redescription mining
0.9385835676000001,lake constance
0.9385820261,hyperledger sawtooth
0.9385808014,arq protocol
0.93858047,oil shale
0.9385801801000001,shalvi weinstein
0.9385796425,gromov wasserstein
0.9385793522,musa okumoto
0.9385777479,circular polarized
0.9385769548,legacy software
0.9385758829999999,informasi dan komunikasi
0.9385748975,river runoff
0.9385743390000001,hippocampal subfields
0.9385742751999999,federal highway administration
0.9385740295,eye gazing
0.9385736472,return path
0.9385697269,pulmonary nodules
0.9385694993000001,artificial immunity
0.9385692456,eastern canada
0.9385692365999999,session manager
0.9385654695000001,loan default
0.9385636714,cris2012 conference
0.9385626928,soft core
0.9385625814,red green
0.9385623844,docker hub
0.9385601554,evolutionary stable strategy
0.93855994,credit risk assessment
0.9385598579000001,attention mechanism
0.9385594195,prospective mathematics teachers
0.9385593945999999,controlled natural language
0.9385574467,dose rate
0.9385562695999999,parallel computing
0.9385552912999999,linearly constrained
0.9385552191,trec kba
0.9385543872,hypergeometric series
0.9385540876999999,dual vt
0.9385539659000001,physical cell identity
0.9385512313,lateral flow immunoassay
0.9385509431,balloon borne
0.9385497562999999,confidence estimation
0.9385495156,higher vocational
0.9385482492,measurable cardinals
0.9385479973,spatial division multiplexing
0.9385475581999999,feature spaces
0.9385470090000001,mobile backhaul
0.9385465612999999,unstructured mesh
0.9385463811,leach protocol
0.9385453946,nicolaus copernicus university
0.9385446392,interlinear glossed text
0.9385438651000001,tartu university library
0.9385438576999999,agence nationale
0.9385425581999999,perfectly secure
0.9385422771999999,sistem informasi penggajian
0.9385415232,tardiness penalty
0.9385389465,fully implicit
0.9385386936,enterprise architectures
0.9385384503,screen capture
0.9385376892,slider crank
0.9385361697,anglo american cataloging rules
0.9385357499,star formation
0.9385355773,thermally induced
0.9385335096999999,universal personal telecommunications
0.9385329645999999,teknologi virtualisasi
0.9385327981,finitely axiomatisable
0.9385314464,sebagai solusi
0.9385293986,error rate
0.9385283990000001,reading ability
0.9385274583,government documents
0.9385274484999999,phys lett
0.9385270627,duffing holmes
0.9385268745,sigecom exchanges
0.9385255985,indigenous australian
0.9385251929999999,geospatial intelligence
0.9385239759999999,supraventricular tachycardia
0.9385225806999999,ms powerpoint
0.9385212968000001,mutual gaze
0.9385211881000001,frequency offset
0.9385210386,power grids
0.9385206835,surge tank
0.9385206368000001,general chairs
0.9385201185,test case prioritization
0.938519662,optical orthogonal code
0.9385178562000001,focal adhesion
0.9385154417,echocardiographic sequences
0.9385148072,modular robots
0.9385147548999999,proximal extragradient
0.9385143802,graphics editor
0.9385141090000001,true positive fraction
0.9385125588,pada badan
0.9385115787,developer's kit
0.9385113835,comparative molecular field analysis
0.9385107336,residual echo
0.9385103015999999,uml statechart
0.9385080945000001,oriental languages
0.938506397,opls aa
0.9385060283,pneumatic artificial muscle
0.9385053185,darul hikmah
0.938504665,recursos educativos
0.9385036385,exponential forgetting
0.938501295,high stakes
0.9385000354,ethylene terephthalate
0.9384998745,robust principal component analysis
0.9384991306999999,peer evaluation
0.9384970701,consensus scoring
0.9384969814,mineco feder
0.9384968385,pemadam api
0.9384949103,complex cepstrum
0.9384936790999999,quantity surveying
0.9384930173999999,roman alphabet
0.9384921495999999,broadcast storm problem
0.9384914373000001,communist party
0.9384913993,ers scatterometer
0.9384894937999999,keypoint matching
0.9384886148,proximal alternating linearized minimization
0.9384885917,piezoelectric sensor
0.9384881862000001,rapid spanning tree protocol
0.9384849775,wissenschaftlicher mitarbeiter
0.9384843701000001,vocal tracts
0.9384835331,locality constrained linear coding
0.9384828451,brown corpus
0.9384821163,protein interaction
0.9384818426,plenary sessions
0.9384794931999999,visual inertial slam
0.9384794726000001,environmental impact
0.938479265,randomized gossip
0.9384783170000001,nusa penida
0.938477557,high performance linpack
0.9384772625,malware propagation
0.938476249,iso tc37 sc4
0.9384760665,t2 weighted
0.9384752654999999,broadband communications
0.938474389,mini batches
0.9384743356,extensor carpi radialis
0.938473085,lagrangian eulerian
0.9384719113,symmetric key
0.9384712393000001,hydraulic excavators
0.9384704181999999,thalassemia mayor
0.9384704152,dalam persekitaran
0.938470185,social crm
0.9384659743000001,telco cdns
0.9384655701000001,radio altimeter
0.9384637576,digital light processing
0.9384635013,pet imaging
0.9384631897,combustion instabilities
0.9384630864,kabupaten demak
0.938461416,lexical entry
0.9384607085,chronic patients
0.9384597236,pretest posttest control group design
0.9384589034,cognitive dimensions
0.9384582181000001,daniel dennett
0.9384558268000001,artif intell
0.9384528231999999,finite ridgelet transform
0.9384525908,di kawasan
0.9384523052,modul pembelajaran
0.9384499756999999,streaming videos
0.9384489367000001,school culture
0.9384485601000001,corner block list
0.9384484687000001,iron overload
0.9384467784,keystroke biometric
0.9384459790999999,lowest unoccupied molecular orbital
0.9384435070999999,synchronous groupware
0.9384432025,protein ligand binding affinity
0.9384427681,disruption tolerant network
0.9384426905,apgar score
0.9384416729999999,western canada
0.9384408764,young adolescents
0.9384399304000001,tv stations
0.938439844,cumulative damage
0.9384397551000001,oil rig
0.938439708,gait analysis
0.9384395848999999,системах управления
0.9384390498,coastal area
0.9384365585,novice writers
0.9384362913,water flow
0.9384356075,анализ и
0.9384327039,beer's law
0.9384294633,writing workshop
0.9384294381,remotely sensed
0.9384290544,national laboratories
0.9384279676999999,reverberation chambers
0.9384268648999999,higher vocational education
0.9384264201000001,tree traversals
0.938425265,tactile displays
0.9384246187,provinsi sulawesi
0.9384242306,применение методов
0.9384231416,scale free networks
0.9384231215000001,mixed convection
0.9384230029999999,mediated reality
0.9384223676000001,linked usdl
0.9384205386,humanrobot interaction
0.9384171081,wilcoxon signed ranks test
0.9384167032999999,path enumeration
0.9384136114,park's vector
0.9384126513,deep boltzmann machines
0.9384110092,tabled logic programming
0.9384108424,operating theatres
0.9384078569,leaf venation
0.938406774,fresh water
0.9384065998000001,reactive planning
0.9384060148000001,pliable index coding
0.9384021204,horse riding
0.9383996784,douglas rachford splitting
0.9383988122,human gait
0.9383965215000001,weakly consistent
0.9383963498000001,microsoft netmeeting
0.9383958810999999,sowa's conceptual
0.9383915420000001,post harvest
0.9383908482,eigenvalue problem
0.9383906828,rarefied gas flows
0.9383904237999999,kompleksitas waktu
0.9383893428,formula manipulation
0.938388345,educational technologies
0.9383879835,batch jobs
0.9383873329000001,основные положения
0.9383872840999999,star schemas
0.9383866081000001,adobe flash cs3 professional
0.9383863372,zno nanowires
0.9383863148999999,cnot gate
0.9383861045,attribute based access control
0.938386064,el segundo
0.9383822067,stable marriage problem
0.938382187,measuring instrument
0.9383812978,rauch tung striebel
0.9383807482,sports aerobics
0.9383807154000001,official website
0.9383799123000001,scientific argumentation
0.9383798779000001,fbg sensor
0.9383778177,genetic toggle switch
0.9383776312000001,компетентностей учнів
0.9383768047,strongly regular graphs
0.9383757442,penrose tilings
0.9383747185,audio lingual
0.9383745365,quantized consensus
0.9383727668999999,tobacco leaf
0.9383720425,genetic network programming
0.9383717565,instructional games
0.9383702051,nonvolatile ram
0.9383696428,nmr chemical shifts
0.9383690379,griesmer bound
0.9383668713,fingerprint minutiae
0.9383667709000001,roundness error
0.9383666140000001,tyrosine kinase inhibitors
0.9383661961,commentz walter
0.9383629694,terrorist activities
0.9383594578,cooperative relay
0.9383585171,lengan robot
0.9383565490000001,bit string
0.9383560776000001,van dyke
0.9383550863,federal court
0.9383550501000001,speechdat car
0.9383548912,p2p network
0.9383526240000001,matrix vector multiplication
0.9383523268,practice exams
0.9383519073000001,southern california edison
0.9383491047,community informatics
0.9383470635,grant proposals
0.9383460948000001,pak emirates military hospital
0.9383458173,os cfar
0.9383450366,lubuk basung
0.9383444592,к построению
0.9383412353,una mirada
0.9383407054,carbon nanotube fets
0.9383389962,dye sensitized solar cell
0.9383382683,numeric attributes
0.9383359954,policy decision point
0.938335681,wlan access points
0.9383356132999999,swarm robots
0.9383351804000001,cardiac motion
0.9383350304000001,ovsf code assignment
0.9383331877,untuk pemantauan
0.9383326384999999,proportionate nlms
0.9383310708,alt ergo
0.9383298298999999,axial compressors
0.9383284699,sql server analysis services
0.9383258701999999,electro cardio
0.9383258297,resource brokers
0.9383258051000001,erdös rényi
0.9383253116,synaptic efficacy
0.9383245165,grade iv
0.9383208670000001,englewood cliffs
0.9383204482999999,approximate inverse
0.9383191259,multiparty meetings
0.9383185031,human reliability analysis
0.938318285,fresh food
0.9383165423000001,oulu casia
0.9383162978,grey prediction
0.9383158082999999,patent retrieval
0.9383149761,counter examples
0.9383140861,science foundation ireland
0.9383121459,safety assurance
0.9383106769,elliptical orbits
0.9383104508,sport utility vehicles
0.9383099690000001,artifact correction
0.9383091091,ecological environment
0.9383088992,action potential
0.9382986690999999,dispositivos moviles
0.938298515,vis nir spectroscopy
0.9382950016,biochemical pathway
0.9382946609999999,menu makanan
0.9382943926,решению задач
0.9382940661,anonymous communication
0.9382938693999999,interplanetary overlay network
0.9382936297,magnetic resonance tomography
0.9382934578000001,lebesgue integral
0.9382929083,aleatoric uncertainty
0.9382827387999999,xenon lamp
0.9382819575,emergent behaviors
0.9382817259999999,interrupted poisson process
0.9382816517,radial diffusivity
0.9382798027,tensor contraction
0.9382795589,mass spring
0.9382793931,hubert dreyfus
0.9382792948,group leader
0.9382789759000001,rate compatible punctured convolutional
0.9382783481,induction machines
0.9382782754000001,overhead lines
0.9382775841,viscous dampers
0.938276839,canny deriche
0.9382765012000001,menulis karangan deskripsi
0.9382757702,fine grained
0.9382751527,mura defect
0.9382706470000001,watson crick
0.9382706417,phase correlation
0.9382695434999999,lambek grammars
0.9382677785,slant range
0.9382672759999999,screw compressor
0.9382671590999999,implicit explicit
0.9382667641,local versus global
0.9382666835,robo advisor
0.9382666293999999,fare collection
0.9382666115999999,twisted string actuation
0.9382665109999999,mission critical
0.9382658886,dopamine transporter
0.9382657955,groupe special mobile
0.9382657056999999,bacterial genomes
0.9382653581,raster scanned
0.9382653346,navigation aid
0.9382643176000001,pada mata pelajaran sistem operasi
0.9382640348000001,gait rehabilitation
0.9382614007,children's books
0.9382600184000001,open hypermedia
0.9382593166,ddr3 memory
0.9382577153,drug efficacy
0.9382575539,ordered probit
0.9382507156000001,workflow engines
0.9382493821,combinatorial testing
0.9382486797,rough draft
0.9382478087,micro controller unit
0.9382465508,tensegrity robot
0.9382445266,voip codecs
0.9382426712,wcdma hspa
0.9382422096999999,ventricular myocyte
0.9382418118000001,euler maruyama
0.9382409473000001,pendaftaran pasien
0.9382404055,uma visão
0.9382380716,double star
0.9382380544,бухгалтерського обліку
0.9382373499,panggilan telepon
0.9382355431,electrophoretic display
0.938235222,для развития
0.9382344043999999,jean claude
0.9382334754,machined surface
0.9382332322,vrije universiteit
0.9382329622,violent crime
0.9382327565999999,lowenheim skolem
0.9382325403,rgb led
0.9382318770999999,colorectal polyps
0.938231722,relevance theory
0.9382311944,higher order ambisonics
0.9382298501999999,mirror prox
0.938228712,cell nucleus
0.9382272428,purchasing power parity
0.9382267759999999,fraunhofer diffraction
0.9382255291,autonomic systems
0.93822527,free form deformations
0.9382248394,phonotactic constraints
0.9382248337000001,defect coverage
0.9382242972,multilateral negotiation
0.9382235398000001,mtc iwf
0.9382233566,dose reduction
0.9382231354999999,glucose biosensor
0.9382221782,laboratory virtual instrumentation engineering workbench
0.9382215687000001,siamese cnn
0.9382212901000001,rf transmitters
0.9382189045999999,silent speech
0.9382175435,acoustic tomography
0.9382156198,check valves
0.9382153331,patron driven acquisitions
0.9382152798000001,activity theory
0.9382143161,widely linear
0.9382122612,road pricing
0.938210743,acoustic impedance
0.9382097742000001,dance movements
0.9382074590999999,iris flower
0.9382073972,jennifer seberry
0.9382054626,protocol data unit
0.9382049462000001,peak amplitude
0.9382043619,randomized response
0.9382041976000001,peningkatan kualitas layanan
0.938200831,smarter city
0.9381997051000001,license agreements
0.9381994712999999,parental mediation
0.9381994122,secure sketch
0.9381991618000001,intuitionistic sequent calculus
0.9381986531000001,sun's java
0.9381985686,coaxial line
0.9381974237999999,technological readiness
0.9381970459000001,calon peserta
0.9381965342,human brain
0.9381955612,dlr f6
0.9381912416,backtracking search algorithm
0.9381911913,harris detector
0.9381906609999999,perhitungan biaya
0.9381898204000001,label powerset
0.9381887669,phase shifting
0.9381880347,autoregressive model
0.9381874644,clock data recovery
0.9381850843999999,snomed international
0.9381850139,rainfall forecasting
0.9381842053,berdasarkan tingkat
0.9381840884,google books ngram
0.9381833456,semantic parsers
0.9381828570999999,hanyu pinyin
0.9381821911,wi fi halow
0.9381818731,asn gw
0.9381806197,texture analysis
0.9381785059000001,symplectic integrators
0.9381777862999999,rawat jalan
0.9381768647,olfati saber
0.9381766518000001,electronic frontier foundation
0.9381764803,lecture recording
0.9381762767,continuous stirred tank reactors
0.9381761208,equilateral triangular
0.9381758812000001,xen virtualization
0.9381724875,typed racket
0.9381721719,robot kinematics
0.9381718509,finite satisfiability
0.9381691545,azimuth ambiguities
0.9381677377,hennessy milner
0.9381672723000001,leakage current
0.9381664556999999,lane change maneuvers
0.9381632579000001,και της
0.938163089,patient engagement
0.9381622486,outsourced decryption
0.9381610593,по критерию
0.9381609973999999,readout asic
0.938159948,wind turbine generators
0.938159807,bernoulli gaussian
0.9381577696,spherical panoramas
0.9381558158,invited lecture
0.9381554462999999,trade mark
0.9381546617000001,perancangan dan pembuatan
0.9381542567,kemampuan menulis
0.938153968,assured service
0.9381537167,milk run
0.9381535973,phaseshift keying
0.9381499396999999,neonatal seizures
0.9381487366,tenure track
0.9381471924,polarity coincidence
0.9381446633,l9 orthogonal array
0.9381445757,goal oriented
0.9381442354,alternate routing
0.9381430808,black spruce
0.9381424281999999,divergence free
0.9381422576999999,induced pluripotent stem cells
0.9381421026000001,cross polarization discrimination
0.9381394327,citizen empowerment
0.9381391241,sequential atpg
0.93813911,vitamin b12
0.9381358034,junctionless transistor
0.9381350770999999,technostress creators
0.9381344898999999,milik negara
0.9381333614,sliding spotlight
0.9381307817,сучасний стан
0.9381304679000001,deaf signers
0.9381299723000001,dynamic tdd
0.9381298134999999,aplicações móveis
0.9381291097,solid modelling
0.9381266501000001,grey gm
0.9381264651000001,shanghai metro
0.9381263902,multiple valued logic
0.9381262427,depressive symptoms
0.9381258278,alzheimer's patients
0.9381242339,formação docente
0.9381238214000001,rotational inverted pendulum
0.9381235881000001,emotional attachment
0.9381229143,tissue engineering scaffolds
0.9381217673000001,irrigation water
0.9381209426999999,lisp interpreter
0.9381196556,usrp n200
0.9381185951000001,fan beam
0.9381174633,communication skills
0.938116435,membership queries
0.9381155603,overcomplete representations
0.9381154173999999,sculptured surface
0.9381137687000001,zinc finger
0.9381114937,stock keeping units
0.9381105198,инструментальные средства
0.9381100204,projected subgradient
0.9381070592,disjunctive logic programming
0.9381066604,common fate
0.9381053256,parity generator
0.9381052448999999,synthetic discriminant function
0.9381050022,sar isar
0.9381047945000001,university college
0.9381041984,bolted joint
0.9381039331000001,gaas hemt
0.9381033905,cryptographic coprocessor
0.9381007429000001,ride hailing
0.9380995445,landsat tm imagery
0.9380993259999999,superimposed pilot
0.9380983095000001,pixel level
0.9380950007,progressive refinement
0.9380947454,strict positive realness
0.9380942647,sparse component analysis
0.9380941137000001,untrusted relay
0.9380892645000001,tridiagonal solver
0.9380846862000001,программная реализация
0.9380844940999999,battle management
0.9380836306999999,eads astrium
0.9380828507,support vector classification
0.9380825329000001,remote sens
0.9380811351,paint brush
0.9380809016,patch clamp
0.9380802845,fungsi hash
0.9380800504000001,nonlinearly parameterized
0.9380798856,fishbone diagrams
0.9380785017000001,date nov
0.938077375,resource blocks
0.9380759493999999,magny cours
0.9380741903,el programa
0.9380740005,gfsk demodulator
0.9380725181999999,wide band
0.9380722259000001,bci competition
0.9380721034999999,dme dme
0.9380718229999999,emil post
0.9380713864,flood warning
0.9380711279,minimum connected dominating set
0.9380697715,mars global surveyor
0.9380692323,key revocation
0.9380689535,selectional restriction
0.9380687989000001,supervisory committee
0.9380666907999999,south pars
0.938066675,da saúde
0.9380664268000001,modern warfare
0.938066345,indo aryan
0.9380642074,position weight matrices
0.9380629036,wireless internet
0.9380611348000001,packet scheduler
0.9380603237,voice dialing
0.9380588712000001,forbidden subgraph
0.9380586405,decimal numbers
0.9380576684,connected components
0.9380567005,fixed wing aircraft
0.9380553134999999,synthetic aperture imaging
0.9380521817,prosodic word
0.9380484057999999,forgery prevention
0.9380481392,geographic space
0.9380471529000001,central moment
0.9380462851000001,stacked lstm
0.9380446134999999,face database
0.9380444386,di lingkungan
0.9380441889,psychomotor skills
0.9380433331999999,consumer empowerment
0.9380432073,copyright protection
0.9380429020000001,differential diagnosis
0.9380427167000001,psoriatic arthritis
0.9380425862999999,berbasis animasi
0.9380421453,pico hydro
0.9380411104999999,sumber daya alam
0.9380405331,методичні рекомендації
0.9380404081,digital forensic readiness
0.9380383568999999,multiclass support vector machines
0.9380381885,exclusive economic zone
0.9380373009999999,untuk mengukur
0.9380367587,gummel poon
0.9380354811,high pass filter
0.9380317669,animal tracking
0.9380313279000001,heterodyne receiver
0.9380305898000001,polyu palmprint
0.9380304958,light duty
0.9380302047,insurance premium
0.9380293264,yangtze estuary
0.9380292948000001,digital assistant
0.9380292131999999,bootstrapped switch
0.9380286683,oil pipeline
0.9380284384,при формировании
0.9380283745999999,groundwater recharge
0.9380273601000001,trec web track
0.9380270687000001,radon nikodym
0.9380245558,software architecture
0.9380230647,health sciences libraries
0.9380227667000001,semi fragile watermarking
0.938021419,berbasis masalah
0.9380202895,occluded faces
0.9380198959999999,polygonal domains
0.9380198901000001,uniform distribution
0.9380189233,semantic differential
0.9380186972,terrestrial reference frame
0.9380185870000001,khatri rao
0.9380151640000001,cook torrance
0.9380134840000001,position statement
0.9380132643000001,laser stripe
0.9380128195,di sekolah menengah kejuruan
0.9380126425,brock university
0.9380123082999999,function blocks
0.938011991,image compression
0.9380117598000001,kullback liebler
0.9380113851999999,storm surges
0.938010095,garden path
0.9380085082999999,ventricular arrhythmias
0.9380083418999999,fronthaul compression
0.9380070452,воздействия на
0.9380065257,elliptically contoured
0.9380058059,java remote method invocation
0.9380057442,rancangan antarmuka
0.9380056528,interarrival times
0.9380055098000001,double marginalization
0.9380048143,capital investment
0.9380020439,disruption management
0.9379994997,hamilton's principle
0.9379994597,exercise prescription
0.9379993976000001,fractional snow cover
0.9379992179000001,unwrapped phase
0.9379981293,green house gases
0.9379977787999999,будущих специалистов
0.9379974628,global public inclusive infrastructure
0.9379967032,tata tertib
0.9379958986,afan oromo
0.9379951404000001,neue perspektiven
0.9379948781999999,distance measure
0.9379948031,scalable video codec
0.9379934115999999,mpe fec
0.9379928231,histone modification
0.9379905714,maximum lifetime
0.9379903115,chocolate avenue
0.937990058,product development
0.9379890859000001,sonet atm
0.937988255,barrett’s esophagus
0.9379870498999999,martin löf's
0.9379867856,voltage doubler rectifier
0.937984239,bibliographic utilities
0.9379841665,movie subtitle
0.9379834186,marked point process
0.9379824878,смешанного обучения
0.9379824871,mesoscale meteorological
0.9379813799,threat detection
0.9379794025,cyclic convolution
0.9379792512999999,lattes platform
0.9379788423000001,temperature gradient
0.9379788069,tele operation
0.9379785137000001,enterprise information systems
0.9379750143000001,spam mails
0.9379740766,literary history
0.9379740255,chest radiography
0.9379727018,service provider's
0.9379722127,google's bigtable
0.9379718408,integro differential
0.9379717948,paul bracken
0.9379706784999999,deutsches zentrum
0.9379705634000001,leaf spring
0.9379704620999999,reflectarray antenna
0.9379700825,fast tool servo
0.9379679369,weakly electric fish
0.9379651455,pdcp pdu
0.9379649964,pv arrays
0.9379647121,pelayanan jasa
0.9379639767,panoramic image
0.9379634781999999,ada programs
0.9379628940000001,blood glucose level
0.9379612612,rotary table
0.9379601975,рекомендації щодо
0.9379601027,haplotype block
0.9379594693000001,declarative languages
0.9379582434,indonesian translation
0.937957402,bioheat equation
0.9379551866,grey relational grade
0.9379518070999999,meningkatkan keterampilan
0.9379515356999999,hellenic open university
0.9379515331,flicker free
0.9379504683,probability theory
0.9379499462,dengan fasilitas
0.9379499406,cytochrome oxidase
0.9379495035,macmillan english dictionary
0.9379491295,emotional quotient
0.9379476131000001,информационные технологии
